ID_COMMENT,ID_BOOK,ID_USER,RATE,DATE_POST,REVIEW_CONTENT
210,10419181,8387949,4,Apr 04 2020,"05:00 chiều ngày 04/04/2020Một câu chuyện đầy cảm xúc tiếp theo của bác Nguyễn Nhật Ánh trong chuỗi ngày ở nhà vì một xã hội bình yên...Trong cái bối cảnh nghỉ nhà tránh dịch như bây giờ thì đúng là không gì hạp hơn những câu chuyện tình cảm nhẹ nhàng như thế này. Mà nói đến tình cảm ở đây, sau khi liền tù tì 1 lèo đọc hết do quá tò mò diễn biến của chuyện, mình mới cảm nhận được ở đó không chỉ là câu chuyện tình yêu thời sinh viên đơn thuần mà còn là tình cảm gia đình, tình bạn và những biến cố cũng như rào cản thể chế xã hội khi mà Sài Gòn mới dành được độc lập. Một cảm giác hiện thực được tái hiện dưới ngòi bút của bác khiến mình thực sự xúc động đến những dòng cuối cùng. Câu chuyện với nội dung không mang tính drama gì cả, chỉ có cậu sinh viên Chương “khù khờ” mới lên thành phố điển hình cùng với tình yêu đầu chớm nở với con thứ 2 của cô hàng xóm, bên cạnh tình bạn với cô nàng bề thế, cực ngầu Kim Dung (không hiểu sao mình lại ấn tượng với thích nhân vật này khủng khiếp, ở “Ung Dung” có cái vẻ khinh bạc, bất cần nhưng ẩn chứa một tâm hồn khao khát yêu thương và cũng có những khi yếu mềm. Cô gái này sao mà đáng yêu vậy chứ?). Ngoài ra còn có Bảo, anh chàng lẻo mép hay ba hoa nhưng có những pha “nói thật” bất ngờ đến mức cười bò :)) kèm cái vẻ luôn lạc quan và là một người bạn tử tế. Và cuối cùng là Trâm - cô gái mà ngay từ những dòng đầu tiên mình đã yêu quý. Cái vẻ đánh đá, ghê ghớm nhưng bên trong đầy thấu hiểu, yêu thương của cô khiến cô thật sự là một điểm sáng. Có lẽ sau khi đọc xong, đối với mình Trâm chính là người “còn chút gì để nhớ”. Khác với Quỳnh, một người yếu thế trước sức mạnh của xã hội, sẵn sàng từ bỏ tình yêu và khao khát của chính mình để trở thành kẻ an phận, chỉ sống dưới sự chiều chuộc của cuộc đời, thậm chí không có cả sự ích kỷ cho bản thân thì Trâm hiện lên một tính cách trái ngược, nhiệt huyết và theo đuổi mục tiêu đến cùng bất chấp rào cản. “Còn chút gì để nhớ” về mùa dịch này nhỉ? Chút ít này mình xin khẳng định nó đã được đóng góp bởi một câu chuyện về tuổi trẻ đầy tình người của bác Ánh :red_heart_selector:"
211,32068852,2753580,4,Sep 30 2016,"<b<iMẮT BIẾC<i ƠI, ĐÃ XA RỒI CÒN ĐÂU..."
212,32068852,8177084,4,Jul 08 2019,"thực sự là hoàn toàn hiểu tại sao nhiều bạn recommend cuốn này đến thế.... Một câu chuyện vừa lạ vừa quen vẫn chứa đựng được rất nhiều điểm mạnh quen thuộc trong các tác phẩm của bác ánh nhưng cũng có nét riêng làm nó nổi bật và khác biệt trong vũ trụ truyện của bác! mÌnh thực sự thích quyển này, và nó có rất nhiều bài học về giá trị đạo đức, tình yêu và hôn nhân mà mình nghĩ đáng được suy ngẫm và nói đến trong câu chuyện này ! Xứng đáng 4/5 sao của mình nè"
213,32068852,2424372,4,Dec 20 2016,"Nói sao nhỉ, motip truyện thì không mới, cái bi trong Ngày xưa có một chuyện tình (NXCMCT) cũng khá giống với các tiểu thuyết tình cảm đang nhan nhản trên thị trường và NXCMCT cũng có một sự giống 80% với Mắt Biếc - nhưng ơn Chúa, bác Ánh đã cho các nhân vật của mình một cái kết có hậu :D (một sự bù đắp nhẹ cho những ai từng khóc sướt mướt khi đọc xong Mắt Biếc).Nói tóm lại là không biết review khen chê ra sao, chỉ thấy là đọc xong thì lòng khá nhẹ nhàng và hên là quên được luôn đôi chút khó chịu khi ở những đoạn gần cuối, bác Ánh sa đà vô bộc lộ tâm lí và suy nghĩ của nhân vật thông qua định nghĩa về tình yêu hơi bị nhiều, làm đọc thấy nhiều chữ quá nên hơi mệt.Nhân vật đáng yêu, ai cũng có nét đáng thương và đáng trách, có đúng có sai nhưng cả 3 nhân vật chính đều là người dũng cảm.À mà nhân vật tui thích nhất truyện này là cậu Huân á, chớ không phải ai trong 3 nhân vật chính đâu. Ông cậu có một sự kì bí nhẹ, thoắt ẩn thoắt hiện, lâu lâu ở đâu từ Phô Thị bay ra phán cho Vinh nghe những triết lí đúng boong về tình yêu - kiểu như người khai sáng Vinh trong đoạn đường tình ái, haha :)))Như thường lệ, có vài triết lí nghe hơi bị thích:<iTình yêu là chuyện rất khó nói, con à. Đi tìm tình yêu cũng phiêu lưu giống như đi tìm kho báu vậy. Con không thể biết trước cái con sắp đào lên là những thỏi vàng hay chỉ là những mảnh bát vỡ.<i<iTôi thì nghĩ chính tình yêu mới đem lại hương vị cho nụ hôn. Hôn một người mà mình không yêu, tôi chưa bao giờ thử làm thế, không phải vì lý do đạo đức mà vì tôi tin rằng đó là nụ hôn vô cùng nhạt nhẽo.<i<iĐể đến được thảo nguyên bình yên, đôi khi con người ta buộc phải leo qua những ngọn núi cao trong lòng mình.<i<iĐôi lúc tôi nghĩ yêu là yêu. Cậu Huân từng nói với tôi “Người ta chỉ có thể định nghĩa tình yêu bằng chính tình yêu, con à. Tình yêu là thứ không thể dán mác. Cho điểm tình yêu hoặc gán cho tình yêu bất cứ thang bậc nào là cách tốt nhất để chứng minh mình không hiểu nó”.<i<iSau này, tôi nghe ai đó phân loại tình yêu: yêu bằng lý trí và yêu bằng con tim. Với tôi, tình yêu chẳng liên quan gì đến lý trí. Lý trí không biết yêu. Giống như cảnh sát giao thông, lý trí chỉ có nhiệm vụ theo dõi và uốn nắn con tim - với cái còi lúc nào cũng lăm lăm trên miệng. Và con tim, như lịch sử nhân loại đã chỉ ra, lắm khi vượt đèn đỏ hoặc đi vào đường một chiều. Bởi cũng như con người, con tim luôn có những giới hạn. Nó cũng đầy rẫy những lỗi lầm. Nhưng cho dù như vậy, lỗi lầm của con tim là loại lỗi lầm đáng tha thứ nhất trong các loại lỗi lầm mà loài người mắc phải.<i<iVới một đối tượng có bề ngoài hấp dẫn, con người ta dễ dàng si mê ngay từ phút đầu tiên trong khi tình yêu có thể rất lâu sau đó mới đến, mà cũng có thể chẳng bao giờ đến.<i<iLàm người tốt hiển nhiên khó hơn làm người xấu, vì người xấu chỉ đơn giản nhắm mắt tuân theo bản năng hấp hèn và dục vọng thầm kín lúc nào cũng gào réo trong lòng, còn người tốt phải vất vả chế ngự cái bản năng đang mai phục từng giờ và luôn chực chờ tìm cách sổng ra đó. Nhưng khi thắng được chính mình, ta sẽ thấy cuộc sống thật là tươi đẹp.<i<iTôi nghe người ta bảo tình yêu là lửa, sự xa cách là gió. Gió sẽ dập tắt những ngọn lửa nhỏ và thổi bùng những ngọn lửa lớn. Câu nói rất hay, nhưng không phải lúc nào cũng đúng. Sự xa cách chỉ nuôi dưỡng tình yêu trong trường hợp ta còn hy vọng, ta biết ta đang chờ đợi điều gì và ta vững tin sự kiên nhẫn sẽ được đền đáp. Hy vọng chính là ôxy của tình yêu. Nếu không có chiếc cọc hy vọng để bám vào, tình yêu sẽ buông tay và ngọn lửa sẽ lụi tàn.<i<iCó lẽ trên thực tế không có cái gọi là cao thượng trong tình yêu. Cao thượng nếu có, chỉ giới hạn ở cách hành xử. Còn về tình cảm, trái tim nào cũng bị sự ích kỷ giam cầm. Tôi bảo vệ cuộc tình của hai đứa nó chỉ vì Miền là một phần của cuộc tình đó. Ai tuyên bố tôi hạnh phúc khi thấy người mình yêu hạnh phúc bên cạnh người khác, đó là một sự dối lòng. Làm sao có thể lấy hạnh phúc của người mình yêu làm hạnh phúc của mình trong khi mình là kẻ đứng bên lề ngôi nhà hạnh phúc đó và nhìn vào bên trong bằng ánh mắt thèm thuồng, ghen tị. Trong tình yêu, không có những huyền thoại sinh ra theo kiểu này. Tuyên bố đó chỉ đúng khi người ta đã hết yêu. Nếu còn yêu, cái mà kẻ thua cuộc nhận lãnh là sự bất hạnh – chứ không phải là ngược lại.<i<iHy sinh dĩ nhiên là một phẩm chất của tình yêu, thậm chí là phẩm chất cao nhất, nhưng trong tình yêu người ta có thể hy sinh tất cả, trừ người mình yêu. Nếu ta hy sinh cả người mình yêu thì có nghĩa cơ hội yêu bị dập tắt và tình yêu không còn tồn tại. Bởi yêu là một con người chứ không phải yêu một khái niệm, ta yêu một đối tượng cụ thể chứ không phải yêu đường viền hay ảnh chiếu của đối tượng đó.<i<iTôi nhớ cậu Huân từng nói với tôi: “Trái tim có ngữ pháp riêng của nó và trong hệ thống ngữ pháp rối rắm và đầy tính mờ đục đó, ‘yêu’ là một động từ bất quy tắc”.<i<iTôi nhớ có ai đó từng cảnh giác về tình yêu: “Không phải mọi thứ lấp lánh đều là vàng”. Nhưng tôi tin chắc nếu là vàng thì nó nhất định lấp lánh.<i"
214,32068852,7831067,3,Mar 09 2019,Phiên bản Happy Ending của Mắt Biếc + nhiều chút quote về tình yêu + love triangle = Ngày xưa có một chuyện tình
215,32068852,3685434,3,Jan 18 2017,<b Ngày Xưa Có Một Chuyện Tình - Nguyễn Nhật Ánh (2016)
216,32068852,4343707,3,Oct 20 2016,"Mỗi năm khi bác Ánh ra sách mới là dân tình lại xôn xao. Và sau khi đọc thì lại có nhiều ý kiến chê sách dở. Thôi thì cũng là do người ta kì vọng lớn quá nên khi thất vọng thì hụt hẫng cũng nhiều. Trước khi sách chính thức phát hành đã có thông tin lần này bác Ánh không viết truyện trong sáng thuần túy như xưa, mà có thêm những chi tiết 16+. Đại để là chuyện tình tay ba, hai anh bạn thân cùng yêu một cô gái, nhưng cô ấy chỉ chọn một anh, về sau anh bạn kia gánh trách nhiệm lo cho cả cô gái lẫn đứa con cô ấy có được với bạn thân của mình. Rất là éo le :))Mình thấy bác xây dựng câu chuyện này có phần lý tưởng quá, như thể bác muốn bứt phá trong cách viết nhưng ngại, cứ rón rén như sợ độc giả không nhận ra mình. Thành ra câu chuyện là một điều chưa tới, cứ lỡ cỡ, lưng chừng. Và mình là fan của bác cũng cảm thấy cuốn sách này hơi fail :((Bìa sách vẫn xấu như mọi khi, và giá vẫn cao kinh khủng :))"
217,32068852,8328053,4,Aug 12 2018,"Lần đầu tiên mình cho 1 cuốn truyện dài vào favorites. Vì thường vào favorites thì mình chỉ cho mấy cuốn self - help hay đại loại vậy.Truyện rất hay và có sự đột phá, đặc biệt là về cách kể chuyện. Phải nói là đột phá so với mấy truyện khác của chú Ánh. Đc kể theo lời ủa cả 3 nhân vật. Chả trách sao hồi ấy truyện này hot vậy :vMà chú Ánh cũng đánh trúngg tâm lý người đọc :v Ban đầu đọc ngoài bìa sau thì tưởng là Miền sẽ cưới chú Huân bỏ Vinh. Ai dè vô truyện lại khác :v quả là tình tiết bất ngờ :v:v:v:vMà cũng chưa bao h mình nhớ tên nhân vật dai như vậy hahaNói chung truyện này hay cực ư ưChỉ là phần in ấn bên trong thì trang sách nó hơi lỗi nên in lệch nhưng kệ :vKết thúc cuối là bất ngờ nhất vì tất cả gộp lại là lời nhân vật của ng con :v:v:VNói chung là cạn cmnr lời luôn hahaĐọc cuốn này nhớ cuốn ''Đi qua hoa cúc'' dã man. Chỉ có điều ĐQHC kết bùn :v"
218,32068852,6090008,4,Feb 06 2019,"Mình khá bất ngờ khi thấy khá là thích cuốn này sau khi đã đọc xong, vì mình thường không thích thể loại lãng mạn, chuyện tình yêu như vậy. Nội dung cuốn này thực ra rất đơn giản và gặp tương đối khá nhiều ở các bộ phim và nhiều tiểu thuyết ngôn tình, nói về một cuộc tình tay ba giữa ba người bạn quen nhau từ hồi bé, Miền, Phúc và Vinh. Tình tiết cũng đơn giản thôi, và câu chuyện bắt đầu từ hồi ba nhân vật còn bé và đi đến thời điểm họ tầm 25 tuổi - một sự kiện xảy ra sẽ thử thách tình yêu của mỗi người. Cuốn sách này không chỉ nói về tình yêu mà còn nói nhiều về tình bạn nữa. Khi nào thì tình bạn trở thành tình yêu, và khi nào thì ta nên coi trọng tình bạn hơn tình yêu, và khi nào thì tình bạn và tình yêu là một. Tất cả những câu hỏi đó đều được nêu ra trong từng giai đoạn của mối tình tay ba này. Tác giả đi sâu vào nội tâm và tâm lí nhân vật, đặc biệt là khi thích ai đó, và cái thích phát triển thành yêu, rồi khi làm bạn với nhau và đột nhiên đã thành yêu nhau, cảm giác khi yêu thế nào, cảm giác được hôn người mình thích ra sao. Những cái đụng chạm nhẹ nhàng của tình yêu được miêu tả vô cùng tinh tế, cùng với đó là những câu ""triết lí"" về cảm giác yêu mà mình thấy rất lãng mạn, với một số người có thể khá lan man dài dòng và sến sẩm, nhưng mình nghĩ là tác giả nói rất đúng. Những rung động của việc thích và yêu ai đó là vô cùng đáng giá và tác giả đã thể hiện hết được điều đó thông qua những suy nghĩ và hành động của nhân vật. Phần kết, những ""triết lí"" có dài dòng hơn chút, đọc có thể hơi mệt hơn, nhưng ngẫm từng từ một thì thực sự ý nghĩa của chúng không có gì quá phức tạp cả, mà lại rất dễ hiểu nữa. Cách viết của tác giả theo mình thì rất dễ vào đầu, nó không quá văn hoa đến mức khóc hiểu, nhưng cũng không phải quá giản đơn, vì để diễn tả được những cảm xúc nhẹ nhàng, đôi lúc mãnh liệt trong câu chuyện này rất cần một lối viết tinh tế, uyển chuyển, mang tính nhạc, và mình nghĩ là tác giả đã thành công trong việc chọn ra ngôn ngữ đó để viết. Không khí của câu chuyện rất là thơ mộng, nhạc điệu, và nhẹ nhàng, phù hợp đọc khi mình thấy căng thẳng hoặc đơn giản khi rơi vào trạng thái ""reading slump"". Truyện không có gì mới, nhưng lối kể chuyện giúp cho mình hình dung rõ ràng hơn về các sự kiện, đồng thời lại đóng vai từng nhân vật một vì tác giả chọn cách kể chuyện thay phiên như từ quan điểm nhìn của mỗi nhân vật. Qua đó, mình dễ dàng phán xét, chỉ trích, cảm động trước từng hành động, từng nhân vật ở lúc này lúc nọ. Kết thúc của cuốn sách cũng đã chứng minh cho mình một điều mà trước đây mình từng được khuyên rằng là ""mình nên cưới người mà yêu mình hơn mình yêu người đó"". Điều này thể hiện rất rõ ràng và súc tích qua câu chuyện tình tuyệt đẹp trong cuốn truyện này."
219,32068852,2816370,4,Sep 19 2016,"[chẳng biết có không nhưng thôi cứ để *SPOILER ALERT* cho chắc]Tôi đọc và tôi ức chế, nhưng rốt cuộc cái kết đã làm tôi dịu lại.Thực tình đã có không ít bạn bè tôi bảo những cuốn gần đây của NNA không hay, trong số đó tôi cũng chỉ mới đọc Tôi Thấy Hoa Vàng Trên Cỏ Xanh nên cũng chẳng biết nên gật hay lắc, tối qua liền đi mua thử quyển này.Và cũng thực tình, câu truyện khiến tôi không thể dừng lại, đã giở trang đầu tiên là phải đọc đến dòng cuối cùng. Nhưng nó vẫn khiến tâm tình tôi bức xúc và đứng ngồi không yên, chung quy chỉ tại các nhân vật làm tôi vừa thấy thương vừa thấy ghét.Như một bộ phim Hàn ăn khách, câu truyện trải dài từ khi các nhân vật còn nhỏ (không nhỏ lắm) đến khi họ đã trưởng thành. Từ cái thời trong sáng và vụng dại, bồng bột và vô ưu đến quãng thời gian chín chắn và bộn bề. Vinh - Miền - Phúc, xen giữa họ là tình bạn và tình yêu, là hai thứ chỉ có thể có được cùng lúc nếu như người ta biết cân bằng giữa chúng. Họ trải qua những năm tháng học sinh cùng với nhau, với tình bạn đẹp đẽ đáng ngưỡng mộ, với những cảm xúc lứa đôi chớm nở như những chồi non vươn mình sau cơn mưa rào, với những xích mích, những hiểu lầm vụn vặt, những nỗi đau vô tình gây ra, những lần thất vọng làm tim thổn thức. Cho đến một ngày số phận chia cắt họ, không lý do, để rồi chính nó mang họ lại với nhau, đồng thời gỡ ra những nút thắt đã trở nên nhạt nhòa theo năm tháng.Được viết hết sức giản dị và hồn nhiên như một đứa trẻ, nhưng lại phức tạp và xúc cảm như một người lớn, câu truyện là những bài học về cuộc sống, về tình yêu và những gì mà nó có thể mang lại hoặc tước đi từ ta. Quyển sách để lại cho tôi những cảm xúc rất quen nhưng lại rất khác. Để rồi tôi chợt nhận ra bản thân mình phần nào cũng giống các nhân vật trong truyện.P.s: Đổ thừa tại câu chữ, nhiều lúc có cảm tưởng đang đọc bản dịch của một quyển sách tiếng Anh :))"
220,32068852,3877155,5,Sep 30 2016,"Cho bác Ánh 5 sao luôn. Do cũng lâu rồi mình không đọc của tác giả Việt Nam nên bây giờ gặp một cuốn sách hay và đọc liền trong một ngày thật là vui. Mà buồn nhiều hơn vui, bác Ánh hay viết truyện buồn mà. Mình không phải là fan cứng của NNÁ. Đó giờ cũng mới đọc được 7,8 cuốn thôi, mà trong đó có 1,2 cuốn mình đã quên hết sạch vì đã đọc lâu lắm lắm rồi. Chắc vì giọng văn cuốn nào cũng giống nhau, ngây thơ, mộc mạc, trong sáng như con nít.Cuốn sách này có gì khác biệt nhỉ?-Việc sử dụng lời kể của nhiều nhân vật khá hay, nó khiến mình cảm thấy gần gũi với các nhân vật hơn. Cá nhân mình thích lời kể của Vinh và Phúc hơn của Miền.-Tình yêu là đề tài muôn thuở của văn chương, và trong cuốn sách này cũng vậy. Trong những cuốn mình đã đọc, NNÁ tập trung vào tuổi thơ, tình bạn, những tình cảm con nít nhiều hơn, còn NXCMCT bàn luân về tình yêu rất nhiều, có vẻ người lớn và trưởng thành hơn. Những câu kết luận về tình yêu cũng triết lí lắm và rất phù hợp với câu chuyện, nhưng nó có đúng không thì chưa nói được. Mình nghĩ mỗi người sẽ tự nghiệm ra cho mình những điều khác nhau, bởi vậy đề tài tình yêu mới muổn thuở. :v-NXCMCT cũng có chút gì đó giống Mắc biếc nhưng cũng không giống. Nhìn vào cái bìa là biết tình tay ba rồi, bởi vậy lúc đầu mình cũng sợ lắm, thể nào cũng gây đau đầu và có nhân vật hành động ngu ngốc. Vậy mà không, ai cũng tốt, ai cũng đáng thương, bởi vậy càng làm câu chuyện thêm buồn, làm mình không biết phải kết thúc như thế nào mới là có hậu. Bây giờ thì đọc xong rồi, thấy cái kết cũng hợp lí. Cần gì kết thúc buồn khi cả câu chuyện đã đủ buồn rồi."
221,32068852,6698382,5,Jun 15 2017,"Cuốn truyện được tặng từ một người bạn đặc biệt. Có thể nói là mình thích truyện này nhất trong số các truyện mình từng đọc của Nguyễn Nhật Ánh. 3 đứa trẻ, 2 cuộc tình, 1 gia đình lớn.Đúng sai trong tình yêu không thể phân định được, chỉ có người trong cuộc là hiểu rõ nhất và cũng chỉ cần chừng đó người hiểu. Nếu ví tình yêu của Miền như một cái cây thì tình yêu của Phúc như ngọn lửa, và tình yêu của Vinh như là không khí. Cây bắt ngọn lửa, bùng cháy mãnh liệt. Rực rỡ thật đấy nhưng cuối cùng chỉ gây tổn thương cho cây rồi tàn lụi. Không khí vô hình, không nhìn thấy được nhưng cho đến cuối cùng lại là điều mà nuôi sống cây."
222,32068852,1167479,3,Oct 03 2016,"""Tôi làm tất cả, chỉ vì tôi tin rằng tình yêu không thuần túy là cảm xúc mà còn là một nỗ lực lớn lao để thu hẹp mọi khoảng cách, san bằng mọi hố sâu, cuối cùng để ai cũng có thể tìm thấy cho đời mình một chỗ nương náu đáng tin cậy. Cho đến tận khi đám cưới diễn ra tôi chưa một lần đắn đo tôi sẽ có một người vợ như thế nào mà chỉ băn khoăn Miền sắp lấy một người chồng như thế nào, và tôi cố tự hoàn thiện mình mỗi ngày để em có thể yên tâm về điều đó."""
223,32068852,5211062,4,Nov 25 2018,Lâu lâu đọc lại truyện của bác mà hay quá
224,32068852,6929390,5,Aug 15 2017,<iREVIEW<i: <bNGÀY XƯA CÓ MỘT CHUYỆN TÌNH
225,32068852,6900699,5,Jan 06 2018,"It is easy to fall in love (or we think we fall in love) with someone eager and charming because we are usually befuddled by gorgeous appearance. Human beings are kind of weird, always purchase what we do not have and only perceive the value of something when we lost it (or nearly lost it).I just want to send this message to my unborn daughter (OMG, have I gone nut? Seriously I send it to myself). There might be plenty of guys in your whole life can drive you crazy and make your heart beats fast, but do not move so fast, do not let those flatterers cloud your eyes. He may deceive you about the idea following your heart, but I dare say that you are better follow both your heart and mind since we cannot live using hearts only. There are too many obstacles ahead waiting for you, life must not be easy like the way you think it is when you was 17!. So, whenever you hesitate, ask yourself and look deeply into your heart, who are the one always there for you? Who are always next to you when your fail and get lost? If you have that one, you are a lucky girl."
226,32068852,7117981,4,Apr 10 2020,"Cuốn mình thích nhất trong 6-7 cuốn đã đọc của bác Ánh. Nhiều người nói đây là phiên bản có hậu của Mắt biếc, nhưng sau khi đọc cả 2 thì ""Ngày xưa có một chuyện tình"" để lại cho mình nhiều cảm xúc hơn hẳn. Nhất là đọc mấy đoạn suy nghĩ của Vinh, rưng rưng nước mắt mấy lần. May quá cái kết có hậu đúng ý mình chứ không chắc tức chết với cặp đôi kia mất!"
227,32068852,2581806,3,Oct 14 2016,1. Có cảm giác bác Ánh rất chăm học mấy câu danh ngôn in trên lịch bloc.2. Kết truyện dẹp tan mọi thiện cảm của mình về hình ảnh cậu nhóc.
228,32068852,5484190,4,Sep 24 2016,"Nội dung truyện làm mình nhớ tới bài ""Tôi hỏi cây tần bì"" (V. Kirshon) do Alexander Rybak hát, nghe buồn ơi là sầu:Tôi hỏi cây tần bì, người tôi yêu ở đâuTần bì chỉ lắc đầu không đápTôi hỏi cây phong, người tôi yêu ở đâuPhong trút xuống lá mùa thu vàng rựcTôi hỏi mùa thu, người tôi yêu ở đâuMùa thu đáp bằng cơn mưa tầm tãTôi hỏi mưa, người tôi yêu ở đâuMưa rả rích khóc bên ngoài cửa sổTôi hỏi trăng người tôi yêu ở đâuTrăng lặng lẽ núp mình sau mây tốiTôi hỏi mây, người tôi yêu ở đâuMây tan ra giữa trời xanh vời vợi,Ơi bạn thân, bạn duy nhất của tôi,Nói tôi nghe, nàng trốn đâu mất vậyBạn yêu ơi, hãy chỉ giùm tôi với.Người tôi yêu bây giờ ở nơi đâuBạn của tôi, người trung tín của tôiBạn đáp lời, những lời chân thật nhấtRằng: “Bạn ơi, người bạn yêu thuở trước;Người của bạn thuở trước, bạn ơiNgười của bạn, người thương yêu của bạn.Người ấy bây giờ là vợ tôi”.Cũng hay nhưng không quá xuất sắc như mình mong đợi; mình không bị ám ảnh như khi đọc Mắt biếc hay bị bất ngờ như Cô gái đến từ hôm qua. Có thể vì 2 quyển này đã quá có ấn tượng với mình, hoặc cũng có thể vì suy nghĩ và cảm nhận của mình đã khác hơn ngày xưa nhiều rồi. Gần 10 năm (nghe sao lâu thấy sợ) kể từ lần đầu tiên mình đọc tác phẩm của NNA, mình nhớ hình như đó là năm lớp 11 (quyển Cô gái đến từ hôm qua), bây giờ mình đọc sách của chú Ánh cảm thấy câu chuyện trở nên đơn giản hơn nhiều và gần như có thể sớm đoán ra kết cục của câu chuyện. Sống lâu có thể giúp cho người ta có nhiều kinh nghiệm nhưng đồng thời cũng làm cho cảm xúc chai sạn đi thì phải, rất tiếc là bộ não con người không có phím Shift+Del như máy tính để mình có thể xóa bớt mấy cái kinh nghiệm mà mình hok thích.Thôi nói chung là vẫn ủng hộ chú Ánh. Sẽ giới thiệu cho bạn bè cùng đọc"
229,32068852,6174785,4,Jul 16 2017,"Câu chuyện tình yêu chân thật và gẫn gũi với cuộc sống thực tại. Câu chuyện cũng giống như những chuyện tình yêu khác mà mùnh đã đọc, nhưng ở chú Nguyễn Nhật Ánh lại thấy được cách ứng xử khéo léo, đầy nhân hậu của Vinh đối với người mình yêu - Miền, và người bạn thân của mình -Phúc. Vinh đã yêu Miền từ những năm cấp 2, tình yêu ấy được nuôi dưỡng theo năm tháng dần trở thành sức mạnh có thể bảo vệ cho người mình yêu. Còn ở Phúc, có chút ngang tàng, hào hiệp có thể khiến trái tim Miền loạn nhịp vì cảm xúc mới lạ ấy. Nhưng lại không có lòng bao dung, vị tha như Vinh. Qua những năm tháng, thật tốt biết bao khi Miền đã nghĩ về quãng thời gian vất vả cũng như tình cảm của Vinh dành cho Miền. Lòng vị tha nhân hậu đã sưởi ấm trái tim Vinh khi về già và lan toả cho Miền, Phúc và cả đứa con có 2 người bố và 1 người mẹ."
230,32068852,2126468,5,Nov 13 2018,"Tính tới thời điểm này thì tác giả mà mình đọc nhiều sách nhất (tất nhiên là loại trừ Fujiko F. Fujio với Gosho Aoyama ra) chính là bác Ánh, và nói thật thì mình thấy sách của bác khá dễ đọc, nhẹ nhàng, đáng yêu, phù hợp với các bạn nhỏ, thế nhưng điểm trừ lại là cốt truyện hầu như na ná giống nhau.TRỪ CUỐN NÀY. CHỈ TRỪ CUỐN NÀY.Khác với những câu chuyện hồn nhiên trẻ thơ mọi khi, bác Ánh đã đem đến cho mình một câu chuyện hoàn toàn khác mà cho đến bây giờ mình vẫn nhớ, chứ không quên béng đi như mọi khi. Cái plot twist mà chắc chắn sẽ làm độc giả bất ngờ mình sẽ không kể ra ở đây (hồi ấy mình cũng hết hồn té ngửa). MÌnh tin đó là cái kết đúng đắn nhất nên có ở đây, bởi vì có thay đổi thế nào nữa nó cũng trở nên khập khiễng. Phúc - Miền - Vinh, đến cuối cùng, họ đều hạnh phúc :red_heart:"
231,32068852,6652996,4,Mar 31 2019,"cũng lâu lắm rồi mình mới đọc sách của bác Nguyễn Nhật Ánh. có khi vì lâu lắm rồi mới đọc sách của tác giả người Việt nên mình thấy từng câu từ một đều làm mình mềm lòng.“Ngày xưa có một chuyện tình” theo chân ba nhân vật từ những ngày còn đang ngồi trên ghế giảng đường. qua thời gian, mỗi người một lớn, tâm tư lại càng thêm màu, nhưng rồi cuối cùng vì những màu mới này mà câu truyện ngày càng rối bời. mô típ truyện không phải là quá xa lạ, nhưng mạch truyện thì được phát triển rất trôi chảy và dễ đọc. ngay cả cách bác Anh gỡ rối nút thắt cũng làm mình cảm thấy rất hợp lí, đọc xong bao bí bách trong lòng đều được giải toả.mình đọc lại những chương tả trường lớp và mùa hè mà tự nhiên thấy nhớ nhà khủng khiếp, nhớ được nghe ngôn ngữ thân thuộc mỗi ngày lẫn nhớ cảnh đường phố ồn ã não nhiệt, nhớ ngồi sau xe mẹ đưa đi học thêm tiếng Anh lẫn nhớ mỗi cuối tuần được dì đưa đi ăn bánh cuốn. bác Ánh viết rất hay, cái này mình biết từ hồi mới vào cấp hai đọc bộ Lang Biang của bác (lúc đấy thấy đấy là bộ fantasy đỉnh nhất thế giới không gì vượt qua được). những chương cuối cùng bác viết rất mượt, mình không thấy bị ám màu vội vàng muốn kết truyện mà vẫn từ từ bình tĩnh giải thích và phơi bày đủ mọi tâm tư của nhân vật. sách bác Ánh được phủ đầy bởi ẩn dụ hoán dụ, mình đọc mà vừa khâm phục bác vừa thấy tiếc. khâm phục bác vì câu từ của bác bình dị thân thuộc mà vẫn đầy màu sắc và sống động, còn tiếc là vì sách tiếng Việt còn nhiều quyển hay mà mình chưa có dịp đọc. cứ cái đà này chắc mình phải chăm đọc sách tiếng Việt lên mới được.đúng là ước gì mãi được là trẻ con thật, chưa làm người lớn hẳn đã thấy đau đầu quá."
